record_id,artifact_code,retrieval_anchor,dataset_id,field_name,data_type,sample_count,null_count,null_ratio,distinct_count,distinct_ratio,min_value,max_value,max_length,profiled_at,source_uri
PROF-0036,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-036,status,timestamp,103500,35,0.000338,103465,0.999662,,,51,2026-08-12T22:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/36
PROF-0037,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-037,currency,varchar,103600,0,0,103564,0.999653,,,52,2026-08-13T00:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/37
PROF-0038,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-038,product_id,bigint,103700,0,0,103663,0.999643,,,53,2026-08-13T02:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/38
PROF-0039,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-039,quantity,decimal,103800,0,0,103762,0.999634,0.00,100038,54,2026-08-13T04:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/39
PROF-0040,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-040,email_hash,timestamp,103900,0,0,103861,0.999625,,,55,2026-08-13T06:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/40
PROF-0041,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-001,order_id,varchar,104000,0,0,103960,0.999615,,,56,2026-08-13T08:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/41
PROF-0042,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-002,customer_id,bigint,104100,0,0,104059,0.999606,,,57,2026-08-13T10:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/42
PROF-0043,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-003,region_code,decimal,104200,42,0.000403,104158,0.999597,0.00,100042,58,2026-08-13T12:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/43
PROF-0044,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-004,amount,timestamp,104300,0,0,104257,0.999588,,,59,2026-08-13T14:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/44
PROF-0045,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-005,occurred_at,varchar,104400,0,0,104356,0.999579,,,60,2026-08-13T16:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/45
PROF-0046,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-006,status,bigint,104500,0,0,104455,0.999569,,,61,2026-08-13T18:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/46
PROF-0047,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-007,currency,decimal,104600,0,0,104554,0.99956,0.00,100046,62,2026-08-13T20:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/47
PROF-0048,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-008,product_id,timestamp,104700,0,0,104653,0.999551,,,63,2026-08-13T22:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/48
PROF-0049,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-009,quantity,varchar,104800,0,0,104752,0.999542,,,64,2026-08-14T00:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/49
PROF-0050,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-010,email_hash,bigint,104900,49,0.000467,104851,0.999533,,,65,2026-08-14T02:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/50
PROF-0051,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-011,order_id,decimal,105000,0,0,104950,0.999524,0.00,100050,66,2026-08-14T04:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/51
PROF-0052,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-012,customer_id,timestamp,105100,0,0,105049,0.999515,,,67,2026-08-14T06:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/52
PROF-0053,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-013,region_code,varchar,105200,0,0,105148,0.999506,,,68,2026-08-14T08:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/53
PROF-0054,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-014,amount,bigint,105300,0,0,105247,0.999497,,,69,2026-08-14T10:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/54
PROF-0055,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-015,occurred_at,decimal,105400,0,0,105346,0.999488,0.00,100054,70,2026-08-14T12:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/55
PROF-0056,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-016,status,timestamp,105500,0,0,105445,0.999479,,,71,2026-08-14T14:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/56
PROF-0057,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-017,currency,varchar,105600,56,0.00053,105544,0.99947,,,72,2026-08-14T16:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/57
PROF-0058,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-018,product_id,bigint,105700,0,0,105643,0.999461,,,73,2026-08-14T18:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/58
PROF-0059,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-019,quantity,decimal,105800,0,0,105742,0.999452,0.00,100058,74,2026-08-14T20:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/59
PROF-0060,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-020,email_hash,timestamp,105900,0,0,105841,0.999443,,,75,2026-08-14T22:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/60
PROF-0061,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-021,order_id,varchar,106000,0,0,105940,0.999434,,,76,2026-08-15T00:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/61
PROF-0062,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-022,customer_id,bigint,106100,0,0,106039,0.999425,,,77,2026-08-15T02:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/62
PROF-0063,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-023,region_code,decimal,106200,0,0,106138,0.999416,0.00,100062,78,2026-08-15T04:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/63
PROF-0064,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-024,amount,timestamp,106300,63,0.000593,106237,0.999407,,,79,2026-08-15T06:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/64
PROF-0065,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-025,occurred_at,varchar,106400,0,0,106336,0.999398,,,80,2026-08-15T08:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/65
PROF-0066,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-026,status,bigint,106500,0,0,106435,0.99939,,,81,2026-08-15T10:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/66
PROF-0067,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-027,currency,decimal,106600,0,0,106534,0.999381,0.00,100066,82,2026-08-15T12:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/67
PROF-0068,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-028,product_id,timestamp,106700,0,0,106633,0.999372,,,83,2026-08-15T14:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/68
PROF-0069,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-029,quantity,varchar,106800,0,0,106732,0.999363,,,84,2026-08-15T16:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/69
PROF-0070,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-030,email_hash,bigint,106900,0,0,106831,0.999355,,,85,2026-08-15T18:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/70
PROF-0071,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-031,order_id,decimal,107000,70,0.000654,106930,0.999346,0.00,100070,86,2026-08-15T20:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/71
PROF-0072,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-032,customer_id,timestamp,107100,0,0,107029,0.999337,,,87,2026-08-15T22:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/72
PROF-0073,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-033,region_code,varchar,107200,0,0,107128,0.999328,,,88,2026-08-16T00:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/73
PROF-0074,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-034,amount,bigint,107300,0,0,107227,0.99932,,,89,2026-08-16T02:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/74
PROF-0075,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-035,occurred_at,decimal,107400,0,0,107326,0.999311,0.00,100074,90,2026-08-16T04:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/75
PROF-0076,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-036,status,timestamp,107500,0,0,107425,0.999302,,,91,2026-08-16T06:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/76
PROF-0077,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-037,currency,varchar,107600,0,0,107524,0.999294,,,92,2026-08-16T08:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/77
PROF-0078,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-038,product_id,bigint,107700,77,0.000715,107623,0.999285,,,93,2026-08-16T10:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/78
PROF-0079,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-039,quantity,decimal,107800,0,0,107722,0.999276,0.00,100078,94,2026-08-16T12:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/79
PROF-0080,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-040,email_hash,timestamp,107900,0,0,107821,0.999268,,,95,2026-08-16T14:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/80
PROF-0081,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-001,order_id,varchar,108000,0,0,107920,0.999259,,,96,2026-08-16T16:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/81
PROF-0082,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-002,customer_id,bigint,108100,0,0,108019,0.999251,,,97,2026-08-16T18:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/82
PROF-0083,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-003,region_code,decimal,108200,0,0,108118,0.999242,0.00,100082,98,2026-08-16T20:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/83
PROF-0084,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-004,amount,timestamp,108300,0,0,108217,0.999234,,,99,2026-08-16T22:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/84
PROF-0085,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-005,occurred_at,varchar,108400,84,0.000775,108316,0.999225,,,100,2026-08-17T00:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/85
PROF-0086,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-006,status,bigint,108500,0,0,108415,0.999217,,,101,2026-08-17T02:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/86
PROF-0087,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-007,currency,decimal,108600,0,0,108514,0.999208,0.00,100086,102,2026-08-17T04:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/87
PROF-0088,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-008,product_id,timestamp,108700,0,0,108613,0.9992,,,103,2026-08-17T06:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/88
PROF-0089,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-009,quantity,varchar,108800,0,0,108712,0.999191,,,104,2026-08-17T08:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/89
PROF-0090,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-010,email_hash,bigint,108900,0,0,108811,0.999183,,,105,2026-08-17T10:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/90
PROF-0091,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-011,order_id,decimal,109000,0,0,108910,0.999174,0.00,100090,106,2026-08-17T12:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/91
PROF-0092,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-012,customer_id,timestamp,109100,91,0.000834,109009,0.999166,,,107,2026-08-17T14:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/92
PROF-0093,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-013,region_code,varchar,109200,0,0,109108,0.999158,,,108,2026-08-17T16:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/93
PROF-0094,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-014,amount,bigint,109300,0,0,109207,0.999149,,,109,2026-08-17T18:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/94
PROF-0095,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-015,occurred_at,decimal,109400,0,0,109306,0.999141,0.00,100094,110,2026-08-17T20:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/95
PROF-0096,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-016,status,timestamp,109500,0,0,109405,0.999132,,,111,2026-08-17T22:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/96
PROF-0097,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-017,currency,varchar,109600,0,0,109504,0.999124,,,112,2026-08-18T00:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/97
PROF-0098,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-018,product_id,bigint,109700,0,0,109603,0.999116,,,113,2026-08-18T02:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/98
PROF-0099,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-019,quantity,decimal,109800,98,0.000893,109702,0.999107,0.00,100098,114,2026-08-18T04:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/99
PROF-0100,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-020,email_hash,timestamp,109900,0,0,109801,0.999099,,,115,2026-08-18T06:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/100
PROF-0101,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-021,order_id,varchar,110000,0,0,109900,0.999091,,,116,2026-08-18T08:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/101
PROF-0102,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-022,customer_id,bigint,110100,0,0,109999,0.999083,,,117,2026-08-18T10:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/102
PROF-0103,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-023,region_code,decimal,110200,0,0,110098,0.999074,0.00,100102,118,2026-08-18T12:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/103
PROF-0104,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-024,amount,timestamp,110300,0,0,110197,0.999066,,,119,2026-08-18T14:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/104
PROF-0105,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-025,occurred_at,varchar,110400,0,0,110296,0.999058,,,120,2026-08-18T16:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/105
PROF-0106,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-026,status,bigint,110500,105,0.00095,110395,0.99905,,,121,2026-08-18T18:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/106
PROF-0107,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-027,currency,decimal,110600,0,0,110494,0.999042,0.00,100106,122,2026-08-18T20:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/107
PROF-0108,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-028,product_id,timestamp,110700,0,0,110593,0.999033,,,123,2026-08-18T22:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/108
PROF-0109,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-029,quantity,varchar,110800,0,0,110692,0.999025,,,124,2026-08-19T00:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/109
PROF-0110,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-030,email_hash,bigint,110900,0,0,110791,0.999017,,,125,2026-08-19T02:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/110
PROF-0111,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-031,order_id,decimal,111000,0,0,110890,0.999009,0.00,100110,126,2026-08-19T04:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/111
PROF-0112,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-032,customer_id,timestamp,111100,0,0,110989,0.999001,,,127,2026-08-19T06:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/112
PROF-0113,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-033,region_code,varchar,111200,112,0.001007,111088,0.998993,,,128,2026-08-19T08:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/113
PROF-0114,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-034,amount,bigint,111300,0,0,111187,0.998985,,,129,2026-08-19T10:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/114
PROF-0115,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-035,occurred_at,decimal,111400,0,0,111286,0.998977,0.00,100114,130,2026-08-19T12:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/115
PROF-0116,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-036,status,timestamp,111500,0,0,111385,0.998969,,,131,2026-08-19T14:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/116
PROF-0117,CSV-PROF-799,tenant-10-project-102:field-profile-statistics,dataset-037,currency,varchar,111600,0,0,111484,0.998961,,,132,2026-08-19T16:00:00.000Z,synthetic://datasmart-govern/field-profile/tenant-10-project-102/117
