record_id,artifact_code,retrieval_anchor,alert_id,component,severity,metric,threshold,observed_value,triggered_at,acknowledged_at,resolved_at,owner_role,response_action,status,source_uri
ALR-0031,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0031,RAG pipeline,P1,error_rate,80,91,2026-08-10T05:00:00.000Z,2026-08-10T05:00:00.000Z,2026-08-10T05:00:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/31
ALR-0032,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0032,Gateway/permission-admin,P2,latency_p95,80,92,2026-08-10T05:10:00.000Z,2026-08-10T05:10:00.000Z,2026-08-10T05:10:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/32
ALR-0033,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0033,审计存储,P3,consumer_lag,80,93,2026-08-10T05:20:00.000Z,2026-08-10T05:20:00.000Z,2026-08-10T05:20:00.000Z,PLATFORM_ADMINISTRATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/33
ALR-0034,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0034,PostgreSQL/MinIO/配置,P1,disk_usage,80,94,2026-08-10T05:30:00.000Z,2026-08-10T05:30:00.000Z,2026-08-10T05:30:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/34
ALR-0035,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0035,Gateway/Provider/连接器,P2,running_duration,80,95,2026-08-10T05:40:00.000Z,2026-08-10T05:40:00.000Z,2026-08-10T05:40:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/35
ALR-0036,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0036,Compose/Kubernetes,P3,error_rate,80,96,2026-08-10T05:50:00.000Z,2026-08-10T05:50:00.000Z,2026-08-10T05:50:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/36
ALR-0037,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0037,日志管线,P1,latency_p95,80,97,2026-08-10T06:00:00.000Z,2026-08-10T06:00:00.000Z,2026-08-10T06:00:00.000Z,PLATFORM_ADMINISTRATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/37
ALR-0038,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0038,告警通道,P2,consumer_lag,80,98,2026-08-10T06:10:00.000Z,2026-08-10T06:10:00.000Z,2026-08-10T06:10:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/38
ALR-0039,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0039,全部节点,P3,disk_usage,80,99,2026-08-10T06:20:00.000Z,2026-08-10T06:20:00.000Z,2026-08-10T06:20:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/39
ALR-0040,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0040,变更服务,P1,running_duration,80,100,2026-08-10T06:30:00.000Z,2026-08-10T06:30:00.000Z,2026-08-10T06:30:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/40
ALR-0041,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0041,Gateway 与全部后端服务,P2,error_rate,80,81,2026-08-10T06:40:00.000Z,2026-08-10T06:40:00.000Z,2026-08-10T06:40:00.000Z,PLATFORM_ADMINISTRATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/41
ALR-0042,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0042,主 topic、retry、DLT,P3,latency_p95,80,82,2026-08-10T06:50:00.000Z,2026-08-10T06:50:00.000Z,2026-08-10T06:50:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/42
ALR-0043,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0043,PostgreSQL,P1,consumer_lag,80,83,2026-08-10T07:00:00.000Z,2026-08-10T07:00:00.000Z,2026-08-10T07:00:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/43
ALR-0044,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0044,ai_memory schema,P2,disk_usage,80,84,2026-08-10T07:10:00.000Z,2026-08-10T07:10:00.000Z,2026-08-10T07:10:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/44
ALR-0045,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0045,Redis,P3,running_duration,80,85,2026-08-10T07:20:00.000Z,2026-08-10T07:20:00.000Z,2026-08-10T07:20:00.000Z,PLATFORM_ADMINISTRATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/45
ALR-0046,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0046,MinIO,P1,error_rate,80,86,2026-08-10T07:30:00.000Z,2026-08-10T07:30:00.000Z,2026-08-10T07:30:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/46
ALR-0047,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0047,data-sync,P2,latency_p95,80,87,2026-08-10T07:40:00.000Z,2026-08-10T07:40:00.000Z,2026-08-10T07:40:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/47
ALR-0048,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0048,data-sync scheduler,P3,consumer_lag,80,88,2026-08-10T07:50:00.000Z,2026-08-10T07:50:00.000Z,2026-08-10T07:50:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/48
ALR-0049,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0049,Recovery case,P1,disk_usage,80,89,2026-08-10T08:00:00.000Z,2026-08-10T08:00:00.000Z,2026-08-10T08:00:00.000Z,PLATFORM_ADMINISTRATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/49
ALR-0050,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0050,Java/Python Agent Runtime,P2,running_duration,80,90,2026-08-10T08:10:00.000Z,2026-08-10T08:10:00.000Z,2026-08-10T08:10:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/50
ALR-0051,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0051,RAG pipeline,P3,error_rate,80,91,2026-08-10T08:20:00.000Z,2026-08-10T08:20:00.000Z,2026-08-10T08:20:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/51
ALR-0052,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0052,Gateway/permission-admin,P1,latency_p95,80,92,2026-08-10T08:30:00.000Z,2026-08-10T08:30:00.000Z,2026-08-10T08:30:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/52
ALR-0053,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0053,审计存储,P2,consumer_lag,80,93,2026-08-10T08:40:00.000Z,2026-08-10T08:40:00.000Z,2026-08-10T08:40:00.000Z,PLATFORM_ADMINISTRATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/53
ALR-0054,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0054,PostgreSQL/MinIO/配置,P3,disk_usage,80,94,2026-08-10T08:50:00.000Z,2026-08-10T08:50:00.000Z,2026-08-10T08:50:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/54
ALR-0055,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0055,Gateway/Provider/连接器,P1,running_duration,80,95,2026-08-10T09:00:00.000Z,2026-08-10T09:00:00.000Z,2026-08-10T09:00:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/55
ALR-0056,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0056,Compose/Kubernetes,P2,error_rate,80,96,2026-08-10T09:10:00.000Z,2026-08-10T09:10:00.000Z,2026-08-10T09:10:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/56
ALR-0057,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0057,日志管线,P3,latency_p95,80,97,2026-08-10T09:20:00.000Z,2026-08-10T09:20:00.000Z,2026-08-10T09:20:00.000Z,PLATFORM_ADMINISTRATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/57
ALR-0058,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0058,告警通道,P1,consumer_lag,80,98,2026-08-10T09:30:00.000Z,2026-08-10T09:30:00.000Z,2026-08-10T09:30:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/58
ALR-0059,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0059,全部节点,P2,disk_usage,80,99,2026-08-10T09:40:00.000Z,2026-08-10T09:40:00.000Z,2026-08-10T09:40:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/59
ALR-0060,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0060,变更服务,P3,running_duration,80,100,2026-08-10T09:50:00.000Z,2026-08-10T09:50:00.000Z,2026-08-10T09:50:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/60
ALR-0061,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0061,Gateway 与全部后端服务,P1,error_rate,80,81,2026-08-10T10:00:00.000Z,2026-08-10T10:00:00.000Z,2026-08-10T10:00:00.000Z,PLATFORM_ADMINISTRATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/61
ALR-0062,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0062,主 topic、retry、DLT,P2,latency_p95,80,82,2026-08-10T10:10:00.000Z,2026-08-10T10:10:00.000Z,2026-08-10T10:10:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/62
ALR-0063,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0063,PostgreSQL,P3,consumer_lag,80,83,2026-08-10T10:20:00.000Z,2026-08-10T10:20:00.000Z,2026-08-10T10:20:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/63
ALR-0064,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0064,ai_memory schema,P1,disk_usage,80,84,2026-08-10T10:30:00.000Z,2026-08-10T10:30:00.000Z,2026-08-10T10:30:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/64
ALR-0065,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0065,Redis,P2,running_duration,80,85,2026-08-10T10:40:00.000Z,2026-08-10T10:40:00.000Z,2026-08-10T10:40:00.000Z,PLATFORM_ADMINISTRATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/65
ALR-0066,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0066,MinIO,P3,error_rate,80,86,2026-08-10T10:50:00.000Z,2026-08-10T10:50:00.000Z,2026-08-10T10:50:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/66
ALR-0067,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0067,data-sync,P1,latency_p95,80,87,2026-08-10T11:00:00.000Z,2026-08-10T11:00:00.000Z,2026-08-10T11:00:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/67
ALR-0068,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0068,data-sync scheduler,P2,consumer_lag,80,88,2026-08-10T11:10:00.000Z,2026-08-10T11:10:00.000Z,2026-08-10T11:10:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/68
ALR-0069,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0069,Recovery case,P3,disk_usage,80,89,2026-08-10T11:20:00.000Z,2026-08-10T11:20:00.000Z,2026-08-10T11:20:00.000Z,PLATFORM_ADMINISTRATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/69
ALR-0070,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0070,Java/Python Agent Runtime,P1,running_duration,80,90,2026-08-10T11:30:00.000Z,2026-08-10T11:30:00.000Z,2026-08-10T11:30:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/70
ALR-0071,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0071,RAG pipeline,P2,error_rate,80,91,2026-08-10T11:40:00.000Z,2026-08-10T11:40:00.000Z,2026-08-10T11:40:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/71
ALR-0072,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0072,Gateway/permission-admin,P3,latency_p95,80,92,2026-08-10T11:50:00.000Z,2026-08-10T11:50:00.000Z,2026-08-10T11:50:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/72
ALR-0073,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0073,审计存储,P1,consumer_lag,80,93,2026-08-10T12:00:00.000Z,2026-08-10T12:00:00.000Z,2026-08-10T12:00:00.000Z,PLATFORM_ADMINISTRATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/73
ALR-0074,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0074,PostgreSQL/MinIO/配置,P2,disk_usage,80,94,2026-08-10T12:10:00.000Z,2026-08-10T12:10:00.000Z,2026-08-10T12:10:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/74
ALR-0075,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0075,Gateway/Provider/连接器,P3,running_duration,80,95,2026-08-10T12:20:00.000Z,2026-08-10T12:20:00.000Z,2026-08-10T12:20:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/75
ALR-0076,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0076,Compose/Kubernetes,P1,error_rate,80,96,2026-08-10T12:30:00.000Z,2026-08-10T12:30:00.000Z,2026-08-10T12:30:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/76
ALR-0077,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0077,日志管线,P2,latency_p95,80,97,2026-08-10T12:40:00.000Z,2026-08-10T12:40:00.000Z,2026-08-10T12:40:00.000Z,PLATFORM_ADMINISTRATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/77
ALR-0078,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0078,告警通道,P3,consumer_lag,80,98,2026-08-10T12:50:00.000Z,2026-08-10T12:50:00.000Z,2026-08-10T12:50:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/78
ALR-0079,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0079,全部节点,P1,disk_usage,80,99,2026-08-10T13:00:00.000Z,2026-08-10T13:00:00.000Z,2026-08-10T13:00:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/79
ALR-0080,CSV-ALR-810,tenant-10-project-102:alert-history,alert-0080,变更服务,P2,running_duration,80,100,2026-08-10T13:10:00.000Z,2026-08-10T13:10:00.000Z,2026-08-10T13:10:00.000Z,OPERATOR,按告警 Runbook 检查并记录结论,RESOLVED,synthetic://datasmart-govern/alerts/tenant-10-project-102/80
